"academic_group_id","session_number","exam_number","teacher_id","subject_id","success_count","all_count"
"-146116","1","1","672288","2007","7","11"
"-146116","1","2","366880","2771","5","11"
"-146116","1","3","580384","9287","6","11"
"-146116","2","1","-276704","2771","4","11"
"-146116","2","2","116768","1633","5","11"
"-146116","2","3","580384","9287","7","11"
"-146116","2","4","146976","3978","4","11"
"-146116","3","1","416288","2589","6","11"
"-146116","3","2","705824","7275","7","11"
"-146116","3","3","558880","9391","10","11"
"-146116","3","4","-166624","9424","7","11"
"-145860","1","1","246048","2007","19","22"
"-145860","1","2","4659","1239","14","22"
"-145860","1","3","512288","1748","18","22"
"-145860","1","4","108576","2868","10","22"
"-145860","2","1","-176352","1633","3","22"
"-145860","2","2","669472","230","11","22"
"-145860","2","3","108576","2868","10","22"
"-145860","2","4","503584","359","10","22"
"-145860","3","1","725280","4880","11","22"
"-145860","3","2","4659","2801","8","22"
"-145860","3","3","108576","7786","10","22"
"-145860","3","4","15392","9287","11","22"
"-144836","1","1","639776","2007","5","24"
"-144836","1","2","1279776","3553","7","24"
"-144836","2","1","577056","1633","19","24"
"-144836","2","2","-230368","9424","22","24"
"-144836","2","3","1238560","2705","21","24"
"-144836","2","4","328736","2771","13","24"
"-144836","3","1","1170720","3090","19","24"
"-144836","3","2","445728","3562","15","24"
"-144836","3","3","1776928","9496","22","24"
"-144580","1","1","571680","9573","6","16"
"-144580","1","2","110112","2771","6","16"
"-144580","1","3","648992","2007","14","16"
"-144580","1","4","18720","9287","12","16"
"-144580","2","1","39219","2771","2","16"
"-144580","2","2","84512","1633","1","16"
"-144580","2","3","18720","9287","4","16"
"-144580","2","4","21280","1741","10","16"
"-144580","3","1","108320","3489","14","16"
"-144580","3","2","557600","9424","16","16"
"-144580","3","3","183840","3456","15","16"
"-144324","1","1","-178400","7565","20","20"
"-144324","1","2","639776","2007","14","20"
"-144324","1","3","2269472","747","15","20"
"-144324","1","4","2135840","1304","20","20"
"-144324","2","1","119328","7897","10","20"
"-144324","2","2","689184","1745","19","20"
"-144324","2","3","308768","2109","20","20"
"-144324","3","1","696096","9424","17","20"
"-144324","3","2","1245216","2094","19","20"
"-144068","1","1","558880","9573","15","19"
"-144068","1","2","39219","2771","13","19"
"-144068","1","3","408608","9287","11","19"
"-144068","1","4","200992","2007","10","19"
"-144068","2","1","39219","2771","3","19"
"-144068","2","2","116768","1633","7","19"
"-144068","2","3","65343","1741","19","19"
"-144068","2","4","408608","9287","12","19"
"-144068","3","1","269088","5047","6","19"
"-144068","3","2","203552","2927","3","19"
"-144068","3","3","145952","5065","17","19"
"-144068","3","4","-166624","9424","12","19"
"-143044","1","1","132128","2771","9","22"
"-143044","1","2","89120","9573","16","22"
"-143044","1","3","1778208","2007","21","22"
"-143044","1","4","493344","9287","13","22"
"-143044","2","1","21280","1741","5","22"
"-143044","2","2","493344","9287","5","22"
"-143044","2","3","332832","1633","17","22"
"-143044","2","4","132128","2771","6","22"
"-143044","3","1","399392","232","14","22"
"-143044","3","2","148000","7791","6","22"
"-143044","3","3","694048","9424","13","22"
"-141508","1","1","-39648","9287","17","17"
"-141508","1","2","571680","9573","8","17"
"-141508","1","3","162336","2771","5","17"
"-141508","1","4","672288","2007","14","17"
"-141508","2","1","-176352","1626","3","17"
"-141508","2","2","21280","1741","3","17"
"-141508","2","3","162336","2771","7","17"
"-141508","2","4","-39648","9287","15","17"
"-141508","3","1","585760","9424","8","17"
"-141508","3","2","505375","7773","8","17"
"-141508","3","3","41267","7713","16","17"
"-141508","3","4","645920","10173","12","17"
"-141252","1","1","202528","9287","18","29"
"-141252","1","2","162848","2007","18","29"
"-141252","1","3","132128","2771","17","29"
"-141252","1","4","413984","1239","23","29"
"-141252","2","1","-176352","1633","15","29"
"-141252","2","2","202528","9287","15","29"
"-141252","2","3","132128","2771","15","29"
"-141252","2","4","1593632","1741","19","29"
"-141252","3","1","-52192","9424","21","29"
"-141252","3","2","1277216","10180","19","29"
"-140740","1","1","407072","4157","4","15"
"-140740","1","2","310816","9573","10","15"
"-140740","1","3","53792","9287","7","15"
"-140740","1","4","131616","2771","12","15"
"-140740","2","1","204320","1741","8","15"
"-140740","2","2","634400","2007","10","15"
"-140740","2","3","-176352","1633","11","15"
"-140740","2","4","407072","4545","8","15"
"-140740","3","1","2127392","9424","9","15"
"-140740","3","2","306464","1011","14","15"
"-140740","3","3","-348172207101","2167","9","15"
"-140740","3","4","1781792","3531","10","15"
"-140228","1","1","642080","2007","16","20"
"-140228","1","2","570656","3553","19","20"
"-140228","2","1","712992","2771","1","20"
"-140228","2","2","1543968","9424","15","20"
"-140228","2","3","570656","2705","20","20"
"-140228","2","4","577056","1633","20","20"
"-140228","3","1","122912","3090","16","20"
"-140228","3","2","142112","3562","10","20"
"-140228","3","3","1709344","9496","6","20"
"-139460","1","1","310816","9573","4","13"
"-139460","1","2","644640","2771","8","13"
"-139460","1","3","324128","9287","8","13"
"-139460","1","4","246048","2007","13","13"
"-139460","2","1","-159968","1633","4","13"
"-139460","2","2","644640","2771","4","13"
"-139460","2","3","65343","1741","13","13"
"-139460","2","4","324128","9287","11","13"
"-139460","3","1","199968","2935","11","13"
"-139460","3","2","117792","9412","7","13"
"-139460","3","3","-166624","9424","5","13"
"-139460","3","4","326176","10168","12","13"
"-138692","1","1","395296","9287","13","16"
"-138692","1","2","712992","2771","11","16"
"-138692","1","3","1777184","2007","4","16"
"-138692","1","4","1652000","9573","9","16"
"-138692","2","1","712992","2771","4","16"
"-138692","2","2","14643","1633","2","16"
"-138692","2","3","395296","9287","12","16"
"-138692","2","4","162080","6718","12","16"
"-138692","3","1","-166624","9424","9","16"
"-138692","3","2","56639","1741","15","16"
"-138692","3","3","298528","1324","7","16"
"-137924","1","1","115232","2771","7","14"
"-137924","1","2","344352","2007","10","14"
"-137924","1","3","53280","9287","3","14"
"-137924","1","4","310816","9573","7","14"
"-137924","2","1","203295","1741","4","14"
"-137924","2","2","53280","9287","8","14"
"-137924","2","3","115232","2771","12","14"
"-137924","2","4","158496","1633","10","14"
"-137924","3","1","2124064","9424","2","14"
"-137924","3","2","108064","7365","13","14"
"-137924","3","3","350240","7713","0","14"
"-136644","1","1","200992","2007","12","14"
"-136644","1","2","18720","9287","9","14"
"-136644","1","3","147232","229","10","14"
"-136644","1","4","346912","1858","14","14"
"-136644","2","1","147232","2868","3","14"
"-136644","2","2","346912","1858","7","14"
"-136644","2","3","18720","9287","10","14"
"-136644","2","4","577056","1633","9","14"
"-136644","3","1","146464","1662","6","14"
"-136132","1","1","603680","7899","17","22"
"-136132","1","2","634400","2007","20","22"
"-136132","1","3","159264","3553","19","22"
"-136132","2","1","611360","1633","10","22"
"-136132","2","2","526112","2771","6","22"
"-136132","2","3","607520","7901","14","22"
"-136132","2","4","156192","2705","18","22"
"-136132","3","1","609824","9424","16","22"
"-136132","3","2","607008","9258","2","22"
"-136132","3","3","608032","1648","7","22"
"-136132","3","4","39712","4743","21","22"
"-134340","1","1","162848","2007","10","18"
"-134340","1","2","495392","9287","4","18"
"-134340","1","3","396576","1748","9","18"
"-134340","1","4","108064","229","9","18"
"-134340","2","1","116768","1633","3","18"
"-134340","2","2","396576","8518","9","18"
"-134340","2","3","148000","2868","7","18"
"-134340","2","4","396576","1748","11","18"
"-134340","3","1","125216","885","11","18"
"-134340","3","2","524064","4235","14","18"
"-134340","3","3","97824","892","10","18"
"-134340","3","4","557600","9424","15","18"
"-133316","1","1","131616","2771","4","15"
"-133316","1","2","672288","2007","13","15"
"-133316","1","3","282912","9287","10","15"
"-133316","1","4","2326560","9573","11","15"
"-133316","2","1","571936","1741","14","15"
"-133316","2","2","282912","9287","9","15"
"-133316","2","3","54048","1633","2","15"
"-133316","2","4","1825056","2771","7","15"
"-133316","3","1","546848","7713","1","15"
"-133316","3","2","-327392","2927","11","15"
"-133316","3","3","448288","10173","10","15"
"-133316","3","4","394016","8324","11","15"
"-130756","1","1","634400","2007","14","14"
"-130756","1","2","322080","3553","12","14"
"-130756","1","3","603680","7899","13","14"
"-130756","2","1","526112","2771","7","14"
"-130756","2","2","611360","1633","6","14"
"-130756","2","3","156192","2705","13","14"
"-130756","2","4","607520","7901","11","14"
"-130756","3","1","607008","9258","9","14"
"-130756","3","2","608032","1648","10","14"
"-130756","3","3","39712","4743","13","14"
"-130756","3","4","609824","9424","13","14"
"-130244","1","1","648992","2007","19","20"
"-130244","1","2","1183008","3553","20","20"
"-130244","2","1","736800","2771","1","20"
"-130244","2","2","587808","1633","3","20"
"-130244","2","3","-230368","9424","20","20"
"-130244","2","4","1183008","2705","17","20"
"-130244","3","1","131360","3090","9","20"
"-130244","3","2","142112","3562","10","20"
"-130244","3","3","1709344","9496","2","20"
"-127940","1","1","131616","2782","13","15"
"-127940","1","2","200992","2007","11","15"
"-127940","1","3","153376","5007","9","15"
"-127940","1","4","144416","2392","11","15"
"-127940","2","1","577056","1633","5","15"
"-127940","2","2","-52192","9424","14","15"
"-127940","2","3","162848","1941","13","15"
"-127940","3","1","346912","2294","6","15"
"-127940","3","2","81184","7843","15","15"
"-127940","3","3","461344","7849","11","15"
"-127940","3","4","81184","7851","4","15"
"-126148","1","1","669472","973","20","22"
"-126148","1","2","125216","1737","12","22"
"-126148","1","3","13363","1239","13","22"
"-126148","1","4","148000","2868","17","22"
"-126148","2","1","259104","228","14","22"
"-126148","2","2","666400","1627","5","22"
"-126148","2","3","-171744","10276","18","22"
"-126148","2","4","148000","2868","15","22"
"-126148","3","1","669472","228","17","22"
"-126148","3","2","15392","9287","9","22"
"-126148","3","3","148000","2868","16","22"
"-126148","3","4","694048","9424","19","22"
"-125892","1","1","642080","2007","21","23"
"-125892","1","2","570656","3553","22","23"
"-125892","2","1","1543968","9424","2","23"
"-125892","2","2","577056","1633","15","23"
"-125892","2","3","570656","2705","19","23"
"-125892","2","4","17952","2771","20","23"
"-125892","3","1","122912","3090","15","23"
"-125892","3","2","58656","3562","11","23"
"-125892","3","3","1525024","9496","14","23"
"-125636","1","1","1183008","3553","16","23"
"-125636","1","2","648992","2007","23","23"
"-125636","2","1","577056","1633","13","23"
"-125636","2","2","736800","2771","3","23"
"-125636","2","3","1183008","2705","19","23"
"-125636","2","4","-230368","9424","22","23"
"-125636","3","1","131360","3090","16","23"
"-125636","3","2","1776928","9496","21","23"
"-125636","3","3","445728","3562","17","23"
"-125380","1","1","642080","2007","19","20"
"-125380","1","2","570656","3553","20","20"
"-125380","2","1","1543968","9424","1","20"
"-125380","2","2","712992","2771","7","20"
"-125380","2","3","577056","1633","1","20"
"-125380","2","4","570656","2705","20","20"
"-125380","3","1","122912","3090","15","20"
"-125380","3","2","142112","3562","13","20"
"-125380","3","3","1709344","9496","13","20"
"-124868","1","1","30901793","7100","12","13"
"-124868","1","2","610080","6399","11","13"
"-124868","1","3","610848","2620","13","13"
"-124868","1","4","639776","2007","8","13"
"-124868","2","1","54048","1633","5","13"
"-124868","2","2","144416","7282","4","13"
"-124868","2","3","609824","7327","12","13"
"-124868","2","4","1290016","2132","12","13"
"-124868","3","1","609824","712","5","13"
"-124868","3","2","609824","4970","11","13"
"-124868","3","3","609824","6449","10","13"
"-124868","3","4","609824","7968","12","13"
"-124612","1","1","672288","2007","11","15"
"-124612","1","2","163616","2771","9","15"
"-124612","1","3","629536","9573","3","15"
"-124612","1","4","282912","9287","12","15"
"-124612","2","1","571936","1741","12","15"
"-124612","2","2","163616","2771","5","15"
"-124612","2","3","54048","1633","10","15"
"-124612","2","4","282912","9287","13","15"
"-124612","3","1","546848","7713","1","15"
"-124612","3","2","95520","2927","3","15"
"-124612","3","3","394016","8324","13","15"
"-124612","3","4","448288","10173","13","15"
"-123844","1","1","77088","9287","16","17"
"-123844","1","2","171808","2771","7","17"
"-123844","1","3","200992","2007","7","17"
"-123844","1","4","1938976","9573","14","17"
"-123844","2","1","171808","2771","2","17"
"-123844","2","2","77088","9287","3","17"
"-123844","2","3","-38880","1633","2","17"
"-123844","2","4","203295","1741","3","17"
"-123844","3","1","2127392","9424","10","17"
"-123844","3","2","95520","2927","7","17"
"-122564","1","1","132128","2771","17","24"
"-122564","1","2","18720","9287","10","24"
"-122564","1","3","344352","2007","17","24"
"-122564","1","4","571680","9573","13","24"
"-122564","2","1","158496","1633","1","24"
"-122564","2","2","132128","2771","10","24"
"-122564","2","3","18720","9287","9","24"
"-122564","2","4","21280","1741","21","24"
"-122564","3","1","555040","4183","21","24"
"-122564","3","2","-259552","7769","20","24"
"-122564","3","3","557600","9424","23","24"
"-121028","1","1","408864","2771","17","22"
"-121028","1","2","672288","2007","11","22"
"-121028","1","3","89120","9573","10","22"
"-121028","1","4","154400","9287","11","22"
"-121028","2","1","118304","1633","2","22"
"-121028","2","2","171552","1741","12","22"
"-121028","2","3","408864","2771","4","22"
"-121028","2","4","154400","9287","11","22"
"-121028","3","1","558112","5735","8","22"
"-121028","3","2","-327392","2927","15","22"
"-121028","3","3","269088","3456","15","22"
"-120772","1","1","395296","9287","19","21"
"-120772","1","2","558880","9573","16","21"
"-120772","1","3","644640","2771","11","21"
"-120772","1","4","1777184","2007","10","21"
"-120772","2","1","-176352","1633","10","21"
"-120772","2","2","259104","2771","5","21"
"-120772","2","3","395296","9287","19","21"
"-120772","2","4","65343","1741","21","21"
"-120772","3","1","245536","4748","19","21"
"-120772","3","2","189472","3462","21","21"
"-120772","3","3","-166624","9424","17","21"
"-120260","1","1","1279776","3553","9","21"
"-120260","1","2","639776","2007","10","21"
"-120260","2","1","195104","1633","8","21"
"-120260","2","2","-230368","9424","20","21"
"-120260","2","3","328736","2771","11","21"
"-120260","2","4","1238560","2705","9","21"
"-120260","3","1","1170720","3090","16","21"
"-120260","3","2","58656","3562","7","21"
"-120260","3","3","1525024","9496","9","21"
"-119236","1","1","408864","2771","6","18"
"-119236","1","2","154400","9287","10","18"
"-119236","1","3","672288","2007","13","18"
"-119236","1","4","89120","9573","11","18"
"-119236","2","1","116768","1633","2","18"
"-119236","2","2","171552","1741","12","18"
"-119236","2","3","1825056","2771","9","18"
"-119236","2","4","154400","9287","12","18"
"-119236","3","1","558112","5735","3","18"
"-119236","3","2","-327392","2927","9","18"
"-119236","3","3","269088","3456","8","18"
"-118468","1","1","162848","2007","9","14"
"-118468","1","2","669472","2868","11","14"
"-118468","1","3","512288","1748","11","14"
"-118468","1","4","4659","1239","7","14"
"-118468","2","1","116768","1633","7","14"
"-118468","2","2","669472","2868","6","14"
"-118468","2","3","669472","231","7","14"
"-118468","2","4","167200","359","12","14"
"-118468","3","1","725280","4880","1","14"
"-118468","3","2","344608","3247","5","14"
"-118468","3","3","108576","7786","7","14"
"-118468","3","4","15392","9287","3","14"
"-117700","1","1","159264","3553","3","11"
"-117700","1","2","603680","7899","5","11"
"-117700","1","3","634400","2007","7","11"
"-117700","2","1","611360","1633","2","11"
"-117700","2","2","526112","2771","5","11"
"-117700","2","3","156192","2705","4","11"
"-117700","2","4","607520","7901","10","11"
"-117700","3","1","168224","4743","5","11"
"-117700","3","2","609824","9424","9","11"
"-117700","3","3","607008","9258","6","11"
"-117700","3","4","608032","1648","8","11"
"-117188","1","1","1652000","9573","2","11"
"-117188","1","2","712992","2771","7","11"
"-117188","1","3","1777184","2007","2","11"
"-117188","2","1","119328","1633","2","11"
"-117188","2","2","169504","1741","1","11"
"-117188","2","3","712992","2771","1","11"
"-117188","2","4","1609248","9287","11","11"
"-117188","3","1","558112","3480","10","11"
"-117188","3","2","557600","9424","10","11"
"-117188","3","3","1510688","4877","11","11"
"-117188","3","4","1716000","1324","11","11"
"-116420","1","1","146976","9573","10","21"
"-116420","1","2","1777184","2007","14","21"
"-116420","1","3","163616","2771","16","21"
"-116420","1","4","541216","9287","13","21"
"-116420","2","1","14643","1633","6","21"
"-116420","2","2","204320","1741","20","21"
"-116420","2","3","541216","9287","18","21"
"-116420","2","4","163616","2771","14","21"
"-116420","3","1","585760","9424","8","21"
"-116420","3","2","127776","3456","12","21"
"-116420","3","3","1261344","9726","15","21"
"-113348","1","1","639776","2007","12","26"
"-113348","1","2","221215","6735","25","26"
"-113348","1","3","652064","1304","26","26"
"-113348","1","4","206367","5160","18","26"
"-113348","2","1","195104","1809","23","26"
"-113348","2","2","448800","5605","21","26"
"-113348","3","1","-433888","3952","20","26"
"-113348","3","2","142880","5650","25","26"
"-113348","3","3","42272","7721","23","26"
"-112580","1","1","1634336","9620","9","21"
"-112580","1","2","1634336","6304","5","21"
"-112580","1","3","1714464","2103","17","21"
"-112580","1","4","1777184","2007","5","21"
"-112580","2","1","116768","1633","1","21"
"-112580","2","2","1510176","348","16","21"
"-112580","2","3","1634336","6304","17","21"
"-112580","3","1","2127392","9424","14","21"
"-112580","3","2","162848","2078","11","21"
"-112580","3","3","2170400","210","16","21"
"-111044","1","1","324128","9287","14","21"
"-111044","1","2","310816","9573","4","21"
"-111044","1","3","644640","2771","11","21"
"-111044","1","4","246048","2007","21","21"
"-111044","2","1","84512","1633","2","21"
"-111044","2","2","644640","2771","10","21"
"-111044","2","3","65343","1741","21","21"
"-111044","2","4","324128","9287","12","21"
"-111044","3","1","245536","4748","11","21"
"-111044","3","2","189472","3462","21","21"
"-111044","3","3","-166624","9424","13","21"
"-106948","1","1","282912","9287","11","13"
"-106948","1","2","131616","2771","1","13"
"-106948","1","3","672288","2007","9","13"
"-106948","1","4","629536","9573","7","13"
"-106948","2","1","571936","1741","11","13"
"-106948","2","2","54048","1633","2","13"
"-106948","2","3","282912","9287","4","13"
"-106948","2","4","1825056","2771","7","13"
"-106948","3","1","-327392","2927","8","13"
"-106948","3","2","394016","8324","9","13"
"-106948","3","3","448288","10173","4","13"
"-106948","3","4","546848","7713","2","13"
"-106436","1","1","558880","9573","17","24"
"-106436","1","2","408608","9287","17","24"
"-106436","1","3","39219","2771","18","24"
"-106436","1","4","200992","2007","15","24"
"-106436","2","1","39219","2771","5","24"
"-106436","2","2","116768","1633","3","24"
"-106436","2","3","65343","1741","24","24"
"-106436","2","4","408608","9287","24","24"
"-106436","3","1","269088","5047","4","24"
"-106436","3","2","585760","9424","7","24"
"-106436","3","3","203552","2927","12","24"
"-106436","3","4","145952","5065","21","24"
"-105924","1","1","23327","9287","8","22"
"-105924","1","2","125216","1741","10","22"
"-105924","1","3","246048","2007","9","22"
"-105924","1","4","147232","229","14","22"
"-105924","2","1","195104","1633","9","22"
"-105924","2","2","23327","9287","9","22"
"-105924","2","3","125216","1741","7","22"
"-105924","2","4","147232","2868","5","22"
"-105924","3","1","4128","3295","2","22"
"-105924","3","2","146464","1662","3","22"
"-105924","3","3","31456289","2766","7","22"
"-105412","1","1","2326560","9573","16","17"
"-105412","1","2","53792","9287","9","17"
"-105412","1","3","1777184","2007","4","17"
"-105412","1","4","129824","2771","7","17"
"-105412","2","1","1825056","2771","4","17"
"-105412","2","2","204320","1741","17","17"
"-105412","2","3","14643","1633","16","17"
"-105412","2","4","53792","9287","9","17"
"-105412","3","1","647968","4517","12","17"
"-105412","3","2","298272","981","0","17"
"-105412","3","3","543264","5735","1","17"
"-104644","1","1","512288","1748","9","12"
"-104644","1","2","4659","1239","5","12"
"-104644","1","3","669472","2868","11","12"
"-104644","1","4","162848","2007","9","12"
"-104644","2","1","669472","231","9","12"
"-104644","2","2","669472","2868","4","12"
"-104644","2","3","666400","1633","11","12"
"-104644","2","4","167200","359","7","12"
"-104644","3","1","725280","4880","2","12"
"-104644","3","2","15392","9287","2","12"
"-104644","3","3","108576","7786","6","12"
"-104644","3","4","344608","3247","5","12"
"-104388","1","1","408608","9287","15","23"
"-104388","1","2","644640","2771","11","23"
"-104388","1","3","200992","2007","5","23"
"-104388","1","4","310816","9573","18","23"
"-104388","2","1","203295","1741","14","23"
"-104388","2","2","644640","2771","6","23"
"-104388","2","3","14643","1633","3","23"
"-104388","2","4","408608","9287","14","23"
"-104388","3","1","189472","846","18","23"
"-104388","3","2","-166624","9424","8","23"
"-104388","3","3","185120","4377","20","23"
"-103620","1","1","202528","9287","21","23"
"-103620","1","2","132128","2771","19","23"
"-103620","1","3","413984","1239","21","23"
"-103620","1","4","162848","2007","19","23"
"-103620","2","1","116768","1633","14","23"
"-103620","2","2","202528","9287","4","23"
"-103620","2","3","1593632","1741","17","23"
"-103620","2","4","132128","2771","13","23"
"-103620","3","1","-52192","9424","12","23"
"-103620","3","2","1277216","10180","14","23"
"-100804","1","1","342816","2868","17","25"
"-100804","1","2","202528","9287","12","25"
"-100804","1","3","108064","5867","21","25"
"-100804","1","4","246048","2007","25","25"
"-100804","2","1","-176352","1633","8","25"
"-100804","2","2","39219","7800","12","25"
"-100804","2","3","202528","9287","3","25"
"-100804","2","4","525856","2664","21","25"
"-100804","3","1","342816","2868","14","25"
"-100804","3","2","1131552","390","23","25"
"-100804","3","3","694048","9424","18","25"
"-100292","1","1","1777184","2007","14","21"
"-100292","1","2","541216","9287","13","21"
"-100292","1","3","146976","9573","11","21"
"-100292","1","4","163616","2771","18","21"
"-100292","2","1","332832","1633","10","21"
"-100292","2","2","204320","1741","19","21"
"-100292","2","3","163616","2771","15","21"
"-100292","2","4","541216","9287","17","21"
"-100292","3","1","585760","9424","15","21"
"-100292","3","2","1261344","9726","1","21"
"-100292","3","3","127776","3456","13","21"
"-100036","1","1","495392","2530","5","11"
"-100036","1","2","344352","2007","3","11"
"-100036","1","3","1401120","3553","4","11"
"-100036","1","4","1401120","7928","6","11"
"-100036","2","1","577056","1633","5","11"
"-100036","2","2","1401120","2705","3","11"
"-100036","2","3","1825056","2771","6","11"
"-100036","2","4","97824","1876","10","11"
"-100036","3","1","-413152","4702","7","11"
"-100036","3","2","585760","9424","2","11"
"-100036","3","3","177696","9752","3","11"
"-99524","1","1","2326560","9573","9","13"
"-99524","1","2","1778208","2007","9","13"
"-99524","1","3","110112","2771","8","13"
"-99524","1","4","410656","9291","11","13"
"-99524","2","1","39219","2771","1","13"
"-99524","2","2","169504","1741","1","13"
"-99524","2","3","410656","9291","1","13"
"-99524","2","4","158496","1633","5","13"
"-99524","3","1","585760","9424","3","13"
"-99524","3","2","108320","3489","7","13"
"-99524","3","3","179232","6893","7","13"
"-99524","3","4","409120","3480","7","13"
"-96708","1","1","89120","9573","15","22"
"-96708","1","2","132128","2771","13","22"
"-96708","1","3","1778208","2007","18","22"
"-96708","1","4","493344","9287","13","22"
"-96708","2","1","493344","9287","10","22"
"-96708","2","2","132128","2771","12","22"
"-96708","2","3","14643","1633","1","22"
"-96708","2","4","21280","1741","11","22"
"-96708","3","1","148000","7791","8","22"
"-96708","3","2","694048","9424","15","22"
"-96708","3","3","399392","232","17","22"
"-96452","1","1","669472","973","16","20"
"-96452","1","2","13363","1239","11","20"
"-96452","1","3","148000","2868","11","20"
"-96452","1","4","125216","1737","11","20"
"-96452","2","1","259104","228","8","20"
"-96452","2","2","-171744","10276","10","20"
"-96452","2","3","-176352","1627","3","20"
"-96452","2","4","148000","2868","11","20"
"-96452","3","1","669472","228","6","20"
"-96452","3","2","148000","2868","13","20"
"-96452","3","3","694048","9424","13","20"
"-96452","3","4","15392","9287","13","20"
"-96196","1","1","1279776","3553","9","23"
"-96196","1","2","639776","2007","14","23"
"-96196","2","1","195104","1633","14","23"
"-96196","2","2","1238560","2705","22","23"
"-96196","2","3","-230368","9424","23","23"
"-96196","2","4","17952","2771","18","23"
"-96196","3","1","58656","3562","6","23"
"-96196","3","2","1170720","3090","21","23"
"-96196","3","3","1525024","9496","20","23"
"-95684","1","1","-178400","7565","14","15"
"-95684","1","2","639776","2007","9","15"
"-95684","1","3","2135840","1304","15","15"
"-95684","1","4","2269472","747","12","15"
"-95684","2","1","119328","7897","6","15"
"-95684","2","2","689184","1745","8","15"
"-95684","2","3","308768","2109","8","15"
"-95684","3","1","696096","9424","9","15"
"-95684","3","2","1245216","2094","9","15"
"-95172","1","1","648992","2007","14","21"
"-95172","1","2","1183008","3553","15","21"
"-95172","2","1","195104","1633","12","21"
"-95172","2","2","328736","2771","14","21"
"-95172","2","3","-230368","9424","18","21"
"-95172","2","4","1183008","2705","12","21"
"-95172","3","1","131360","3090","11","21"
"-95172","3","2","1776928","9496","20","21"
"-95172","3","3","445728","3562","12","21"
"-94660","1","1","1401120","3553","8","14"
"-94660","1","2","1401120","7928","12","14"
"-94660","1","3","344352","2007","10","14"
"-94660","1","4","495392","2530","9","14"
"-94660","2","1","577056","1633","3","14"
"-94660","2","2","561696","2705","4","14"
"-94660","2","3","1825056","2771","5","14"
"-94660","2","4","97824","1876","13","14"
"-94660","3","1","585760","9424","4","14"
"-94660","3","2","177696","9752","1","14"
"-94660","3","3","-413152","4702","8","14"
"-94404","1","1","163616","2771","12","15"
"-94404","1","2","629536","9573","2","15"
"-94404","1","3","282912","9287","11","15"
"-94404","1","4","672288","2007","10","15"
"-94404","2","1","571936","1741","11","15"
"-94404","2","2","163616","2771","1","15"
"-94404","2","3","282912","9287","7","15"
"-94404","2","4","54048","1633","1","15"
"-94404","3","1","448288","10173","8","15"
"-94404","3","2","394016","8324","14","15"
"-94404","3","3","95520","2927","4","15"
"-94404","3","4","546848","7713","10","15"
"-92868","1","1","644640","2771","13","19"
"-92868","1","2","324128","9287","13","19"
"-92868","1","3","310816","9573","10","19"
"-92868","1","4","246048","2007","19","19"
"-92868","2","1","14643","1633","7","19"
"-92868","2","2","644640","2771","2","19"
"-92868","2","3","65343","1741","19","19"
"-92868","2","4","324128","9287","11","19"
"-92868","3","1","199968","2935","6","19"
"-92868","3","2","-166624","9424","4","19"
"-92868","3","3","326176","10168","10","19"
"-92100","1","1","396576","1748","8","14"
"-92100","1","2","108064","229","4","14"
"-92100","1","3","495392","9287","2","14"
"-92100","1","4","162848","2007","7","14"
"-92100","2","1","396576","1748","1","14"
"-92100","2","2","396576","8518","4","14"
"-92100","2","3","148000","2868","6","14"
"-92100","2","4","116768","1633","9","14"
"-92100","3","1","524064","4235","8","14"
"-92100","3","2","557600","9424","13","14"
"-92100","3","3","29728","885","11","14"
"-92100","3","4","97824","892","9","14"
"-91588","1","1","1777184","2007","12","25"
"-91588","1","2","541216","9287","17","25"
"-91588","1","3","163616","2771","18","25"
"-91588","1","4","146976","9573","15","25"
"-91588","2","1","116768","1633","8","25"
"-91588","2","2","163616","2771","6","25"
"-91588","2","3","204320","1741","19","25"
"-91588","2","4","541216","9287","19","25"
"-91588","3","1","1261344","9726","5","25"
"-91588","3","2","585760","9424","13","25"
"-91588","3","3","127776","3456","12","25"
"-91076","1","1","407072","4157","9","18"
"-91076","1","2","407072","1404","9","18"
"-91076","1","3","2326560","9573","15","18"
"-91076","1","4","53792","9287","16","18"
"-91076","2","1","116768","1633","4","18"
"-91076","2","2","204320","1741","15","18"
"-91076","2","3","634400","2007","14","18"
"-91076","2","4","407072","4545","7","18"
"-91076","3","1","-348172207101","2167","14","18"
"-91076","3","2","306464","1011","18","18"
"-91076","3","3","557600","9424","17","18"
"-91076","3","4","1781792","3531","18","18"
"-90308","1","1","153376","5007","14","17"
"-90308","1","2","200992","2007","2","17"
"-90308","1","3","144416","2392","17","17"
"-90308","1","4","131616","2782","17","17"
"-90308","2","1","577056","1633","3","17"
"-90308","2","2","224032","3162","15","17"
"-90308","2","3","-230368","9424","10","17"
"-90308","3","1","266272","1435","16","17"
"-90308","3","2","81184","7851","10","17"
"-90308","3","3","81184","7843","16","17"
"-90308","3","4","461344","7849","5","17"
"-90052","1","1","147232","229","10","23"
"-90052","1","2","346912","1858","11","23"
"-90052","1","3","18720","9287","10","23"
"-90052","1","4","246048","2007","23","23"
"-90052","2","1","147232","2868","5","23"
"-90052","2","2","587808","1633","14","23"
"-90052","2","3","18720","9287","20","23"
"-90052","2","4","346912","1858","12","23"
"-90052","3","1","146464","1662","11","23"
"-89284","1","1","171808","2771","7","15"
